Id,SourceTagName,TargetTagName,CreationDate,OwnerUserId,AutoRenameCount,LastAutoRename,Score,ApprovedByUserId,ApprovalDate
"178","daylight-savings-time","dst","2010-07-16 15:51:08","1288","51","2021-10-22 10:16:33","0","1288","2010-07-16 15:51:08"
"179","daylight","dst","2010-07-16 15:51:08","1288","65","2021-11-23 12:33:29","0","1288","2010-07-16 15:51:08"
"180","duplicate","duplicates","2010-07-16 15:51:08","1288","3367","2022-03-06 05:59:25","0","1288","2010-07-16 15:51:08"
"181","fix","fix-protocol","2010-07-16 15:51:08","1288","193","2022-02-22 14:30:26","0","1288","2010-07-16 15:51:08"
"184","font","fonts","2010-07-16 15:51:08","1288","5441","2022-03-04 11:40:17","0","1288","2010-07-16 15:51:08"
"185","fractal","fractals","2010-07-16 15:51:08","1288","194","2021-12-18 11:35:26","0","1288","2010-07-16 15:51:08"
"186","programming-history","history","2010-07-16 15:51:08","1288","9","2019-01-16 14:05:09","0","1288","2010-07-16 15:51:08"
"188","icon","icons","2010-07-16 15:51:08","1288","3401","2022-03-04 19:10:36","0","1288","2010-07-16 15:51:08"
"190","if","if-statement","2010-07-16 15:51:08","1288","12409","2022-03-06 01:24:48","0","1288","2010-07-16 15:51:08"
"194","inheritence","inheritance","2010-07-16 15:51:08","1288","429","2022-03-02 08:40:22","0","1288","2010-07-16 15:51:08"
"195","i18n","internationalization","2010-07-16 15:51:08","1288","2707","2022-03-06 09:42:23","0","1288","2010-07-16 15:51:08"
"196","ioc","inversion-of-control","2010-07-16 15:51:08","1288","901","2022-02-18 07:19:01","0","1288","2010-07-16 15:51:08"
"197","interprocess-communicatio","ipc","2010-07-16 15:51:08","1288","39","2011-06-06 06:04:05","0","1288","2010-07-16 15:51:08"
"200","key-binding","key-bindings","2010-07-16 15:51:08","1288","18","2020-05-04 19:44:01","0","1288","2010-07-16 15:51:08"
"201","licence","licensing","2010-07-16 15:51:08","1288","213","2022-01-24 09:20:49","0","1288","2010-07-16 15:51:08"
"202","licences","licensing","2010-07-16 15:51:08","1288","16","2022-01-24 09:20:49","0","1288","2010-07-16 15:51:08"
"203","licence-agreement","licensing","2010-07-16 15:51:08","1288","12","2020-03-25 14:47:40","0","1288","2010-07-16 15:51:08"
"204","licence-agreements","licensing","2010-07-16 15:51:08","1288","0","","0","1288","2010-07-16 15:51:08"
"205","license","licensing","2010-07-16 15:51:08","1288","1213","2022-03-01 08:13:04","0","1288","2010-07-16 15:51:08"
"206","licenses","licensing","2010-07-16 15:51:08","1288","85","2022-01-24 09:20:49","0","1288","2010-07-16 15:51:08"
"207","license-agreement","licensing","2010-07-16 15:51:08","1288","6","2013-07-26 15:02:28","0","1288","2010-07-16 15:51:08"
"208","license-agreements","licensing","2010-07-16 15:51:08","1288","3","2021-07-21 20:08:00","0","1288","2010-07-16 15:51:08"
"209","l10n","localization","2010-07-16 15:51:08","1288","267","2021-12-03 08:55:50","0","1288","2010-07-16 15:51:08"
"210","liskov-substitution","liskov-substitution-principle","2010-07-16 15:51:08","1288","24","2020-12-14 02:56:21","0","1288","2010-07-16 15:51:08"
"213","mac-addr","mac-address","2010-07-16 15:51:08","1288","1","2016-04-21 23:15:17","0","1288","2010-07-16 15:51:08"
"215","marshaling","marshalling","2010-07-16 15:51:08","1288","79","2021-09-25 11:52:44","0","1288","2010-07-16 15:51:08"
"216","marshal","marshalling","2010-07-16 15:51:08","1288","251","2021-12-27 06:25:17","0","1288","2010-07-16 15:51:08"
"219","method-chains","method-chaining","2010-07-16 15:51:08","1288","9","2017-11-23 14:05:36","0","1288","2010-07-16 15:51:08"
"220","method-chain","method-chaining","2010-07-16 15:51:08","1288","6","2015-07-14 18:06:49","0","1288","2010-07-16 15:51:08"
"221","operator","operator-keyword","2010-07-16 15:51:08","1288","3188","2022-03-06 06:09:50","0","1288","2010-07-16 15:51:08"
"223","plugin","plugins","2010-07-16 15:51:08","1288","13124","2022-03-04 11:00:46","0","1288","2010-07-16 15:51:08"
"226","regexp","regex","2010-07-16 15:51:08","1288","3525","2022-03-03 16:40:10","0","1288","2010-07-16 15:51:08"
"227","regular-expression","regex","2010-07-16 15:51:08","1288","2711","2022-02-14 09:12:58","0","1288","2010-07-16 15:51:08"
"228","regular-expressions","regex","2010-07-16 15:51:08","1288","1322","2021-12-17 12:47:37","0","1288","2010-07-16 15:51:08"
"231","single-responsibility","single-responsibility-principle","2010-07-16 15:51:08","1288","12","2016-12-03 06:43:47","0","1288","2010-07-16 15:51:08"
"233","template","templates","2010-07-16 15:51:08","1288","12526","2022-03-03 16:18:14","0","1288","2010-07-16 15:51:08"
"240","ux","user-experience","2010-07-16 15:51:08","1288","425","2022-02-28 02:13:47","0","1288","2010-07-16 15:51:08"
"241","units-of-measure","units-of-measurement","2010-07-16 15:51:08","1288","8","2014-06-09 12:00:35","0","1288","2010-07-16 15:51:08"
"242","units","units-of-measurement","2010-07-16 15:51:08","1288","164","2021-12-15 18:32:16","0","1288","2010-07-16 15:51:08"
"243","windows-api","winapi","2010-07-16 15:51:08","1288","246","2022-02-20 08:12:27","0","1288","2010-07-16 15:51:08"
"246","asp-net","asp.net","2010-07-16 15:51:08","1288","270","2022-01-29 14:53:25","0","1288","2010-07-16 15:51:08"
"247","asp-net-mvc","asp.net-mvc","2010-07-16 15:51:08","1288","196","2021-08-13 07:55:55","0","1288","2010-07-16 15:51:08"
"248","asp-net-mvc2","asp.net-mvc-2","2010-07-16 15:51:08","1288","260","2011-09-09 10:23:38","0","1288","2010-07-16 15:51:08"
"250","asp.net-mvc2","asp.net-mvc-2","2010-07-16 15:51:08","1288","300","2014-09-16 17:13:41","0","1288","2010-07-16 15:51:08"
"251","mvc2","asp.net-mvc-2","2010-07-16 15:51:08","1288","800","2022-01-19 07:45:39","0","1288","2010-07-16 15:51:08"
"255","c#.net","c#","2010-07-16 15:51:08","1288","3612","2022-02-27 16:20:28","0","1288","2010-07-16 15:51:08"
"263","ef","entity-framework","2010-07-16 15:51:08","1288","1797","2022-03-04 08:23:14","0","1288","2010-07-16 15:51:08"
"264","ef4","entity-framework-4","2010-07-16 15:51:08","1288","483","2020-01-14 03:34:35","0","1288","2010-07-16 15:51:08"
"266","window-form","winforms","2010-07-16 15:51:08","1288","10","2016-01-11 08:58:33","0","1288","2010-07-16 15:51:08"
"267","windows-form","winforms","2010-07-16 15:51:08","1288","154","2021-12-27 09:38:02","0","1288","2010-07-16 15:51:08"
"268","window-forms","winforms","2010-07-16 15:51:08","1288","11","2016-09-13 12:31:00","0","1288","2010-07-16 15:51:08"
"270","windows-form-designer","windows-forms-designer","2010-07-16 15:51:08","1288","10","2020-02-20 06:46:38","0","1288","2010-07-16 15:51:08"
"271","app.config","app-config","2010-07-16 15:51:08","1288","604","2022-02-24 17:42:41","0","1288","2010-07-16 15:51:08"
"273","bdb","berkeley-db","2010-07-16 15:51:08","1288","34","2021-06-24 00:42:27","0","1288","2010-07-16 15:51:08"
"275","bdbje","berkeley-db-je","2010-07-16 15:51:08","1288","4","2011-05-26 17:35:53","0","1288","2010-07-16 15:51:08"
"278","clustered-indexing","clustered-index","2010-07-16 15:51:08","1288","2","2018-04-24 01:35:50","0","1288","2010-07-16 15:51:08"
"279","cte","common-table-expression","2010-07-16 15:51:08","1288","515","2022-03-03 23:11:43","0","1288","2010-07-16 15:51:08"
"281","multiple-primary-keys","composite-primary-key","2010-07-16 15:51:08","1288","11","2019-07-23 10:07:27","0","1288","2010-07-16 15:51:08"
"282","databases","database","2010-07-16 15:51:08","1288","1767","2022-03-04 16:43:35","0","1288","2010-07-16 15:51:08"
"283","data-warehousing","data-warehouse","2010-07-16 15:51:08","1288","22","2022-01-31 19:57:05","0","1288","2010-07-16 15:51:08"
"286","embedded-db","embedded-database","2010-07-16 15:51:08","1288","1","2011-05-05 17:46:45","0","1288","2010-07-16 15:51:08"
"289","oracle10g-express","oracle-xe","2010-07-16 15:51:08","1288","41","2014-01-16 16:33:31","0","1288","2010-07-16 15:51:08"
"290","oracle-express","oracle-xe","2010-07-16 15:51:08","1288","11","2020-04-03 10:16:13","0","1288","2010-07-16 15:51:08"
"293","mssql","sql-server","2010-07-16 15:51:08","1288","13479","2022-03-04 15:57:53","0","1288","2010-07-16 15:51:08"
"294","sql-express","sql-server-express","2010-07-16 15:51:08","1288","51","2021-10-18 06:51:12","0","1288","2010-07-16 15:51:08"
"298","sql-compact","sql-server-ce","2010-07-16 15:51:08","1288","68","2020-02-10 02:24:44","0","1288","2010-07-16 15:51:08"
"299","sql-server-compact","sql-server-ce","2010-07-16 15:51:08","1288","80","2018-11-02 03:03:40","0","1288","2010-07-16 15:51:08"
"300","sql-mobile","sql-server-ce","2010-07-16 15:51:08","1288","2","2013-06-15 00:05:35","0","1288","2010-07-16 15:51:08"
"302","stored-procedure","stored-procedures","2010-07-16 15:51:08","1288","526","2022-01-29 00:21:17","0","1288","2010-07-16 15:51:08"
"303","sproc","stored-procedures","2010-07-16 15:51:08","1288","67","2020-06-07 17:18:08","0","1288","2010-07-16 15:51:08"
"304","subqueries","subquery","2010-07-16 15:51:08","1288","146","2022-03-01 11:40:26","0","1288","2010-07-16 15:51:08"
"313","os","operating-system","2010-07-16 15:51:08","1288","4350","2022-03-05 22:41:59","0","1288","2010-07-16 15:51:08"
"314","operating-systems","operating-system","2010-07-16 15:51:08","1288","124","2022-02-17 09:33:28","0","1288","2010-07-16 15:51:08"
"315","macos10.6","osx-snow-leopard","2010-07-16 15:51:08","1288","151","2011-08-06 05:44:51","0","1288","2010-07-16 15:51:08"
"316","snow-leopard","osx-snow-leopard","2010-07-16 15:51:08","1288","224","2015-06-29 09:39:35","0","1288","2010-07-16 15:51:08"
"317","wince","windows-ce","2010-07-16 15:51:08","1288","490","2021-08-09 04:31:51","0","1288","2010-07-16 15:51:08"
"319","win2k3","windows-server-2003","2010-07-16 15:51:08","1288","6","2010-12-21 01:09:10","0","1288","2010-07-16 15:51:08"
"320","server-2003","windows-server-2003","2010-07-16 15:51:08","1288","7","2015-02-06 08:18:12","0","1288","2010-07-16 15:51:08"
"321","win2k8","windows-server-2008","2010-07-16 15:51:08","1288","29","2021-05-13 17:48:29","0","1288","2010-07-16 15:51:08"
"322","vista","windows-vista","2010-07-16 15:51:08","1288","426","2022-02-23 02:57:44","0","1288","2010-07-16 15:51:08"
"325","winxp","windows-xp","2010-07-16 15:51:08","1288","84","2021-11-30 16:07:01","0","1288","2010-07-16 15:51:08"
"327","win7","windows-7","2010-07-16 15:51:08","1288","649","2022-01-14 01:22:16","0","1288","2010-07-16 15:51:08"
"328","windows-7-api","windows-7","2010-07-16 15:51:08","1288","9","2011-06-01 23:36:07","0","1288","2010-07-16 15:51:08"
"335","team-foundation-server","tfs","2010-07-16 15:51:08","1288","302","2020-04-09 14:20:42","0","1288","2010-07-16 15:51:08"
"336","team-foundation","tfs","2010-07-16 15:51:08","1288","22","2019-02-03 02:43:16","0","1288","2010-07-16 15:51:08"
"337","team-foundation-build","tfsbuild","2010-07-16 15:51:08","1288","21","2011-05-11 11:42:02","0","1288","2010-07-16 15:51:08"
"339","revision-control","version-control","2010-07-16 15:51:08","1288","71","2016-05-08 21:44:50","0","1288","2010-07-16 15:51:08"
"340","scm","version-control","2010-07-16 15:51:08","1288","501","2022-01-29 04:53:46","0","1288","2010-07-16 15:51:08"
"341","source-code-management","version-control","2010-07-16 15:51:08","1288","47","2021-02-21 07:01:58","0","1288","2010-07-16 15:51:08"
"342","vss","visual-sourcesafe","2010-07-16 15:51:08","1288","263","2022-02-27 07:02:37","0","1288","2010-07-16 15:51:08"
"343","as3","actionscript-3","2010-07-16 15:51:08","1288","9571","2022-03-06 01:07:21","0","1288","2010-07-16 15:51:08"
"344","adobe-flex","apache-flex","2010-07-16 15:51:08","1288","90","2019-11-22 21:20:58","0","1288","2010-07-16 15:51:08"
"346","adobe-flex-2","flex-2","2010-07-16 15:51:08","1288","0","","0","1288","2010-07-16 15:51:08"
"351","golang","go","2010-07-16 15:51:08","1288","9805","2022-03-06 10:08:57","0","1288","2010-07-16 15:51:08"
"352","go-language","go","2010-07-16 15:51:08","1288","20","2021-04-09 14:06:11","0","1288","2010-07-16 15:51:08"
"366","chrome","google-chrome","2010-07-16 15:51:08","1288","21521","2022-03-06 01:35:44","0","1288","2010-07-16 15:51:08"
"368","ie6","internet-explorer-6","2010-07-16 15:51:08","1288","1123","2017-11-22 19:39:24","0","1288","2010-07-16 15:51:08"
"371","ie7","internet-explorer-7","2010-07-16 15:51:08","1288","1793","2020-05-04 04:18:30","0","1288","2010-07-16 15:51:08"
"374","ie8","internet-explorer-8","2010-07-16 15:51:08","1288","2810","2021-10-03 19:31:21","0","1288","2010-07-16 15:51:08"
"377","ie9","internet-explorer-9","2010-07-16 15:51:08","1288","1415","2021-04-11 15:10:11","0","1288","2010-07-16 15:51:08"
"380","weblogic-9","weblogic-9.x","2010-07-17 01:51:02","1288","0","","0","1288","2010-07-17 01:51:02"
"382","timezones","timezone","2010-07-17 01:54:19","1288","126","2022-01-31 10:17:03","0","1288","2010-07-17 01:54:19"
"383","timezoneinfo","timezone","2010-07-17 01:55:27","1288","61","2020-07-29 12:39:04","0","1288","2010-07-17 01:55:27"
"384","web.config","web-config","2010-07-17 01:57:25","1288","2499","2022-02-27 04:22:18","0","1288","2010-07-17 01:57:25"
"385","transact-sql","tsql","2010-07-17 01:58:12","1288","206","2021-12-19 09:10:07","0","1288","2010-07-17 01:58:12"
"387","chrome-os","google-chrome-os","2010-07-17 02:01:20","1288","19","2020-06-30 09:43:20","0","1288","2010-07-17 02:01:20"
"388",".hgignore","hgignore","2010-07-17 02:02:53","1288","14","2012-06-11 01:44:40","0","1288","2010-07-17 02:02:53"
"390","multi-threaded","multithreading","2010-07-17 12:26:24","1288","30","2021-06-14 07:08:59","0","1288","2010-07-17 12:26:24"
"392","h264","h.264","2010-07-18 10:00:31","23354","843","2022-02-22 06:26:37","0","23354","2010-07-18 10:00:31"
"393","msil","cil","2010-07-18 10:13:25","23354","247","2022-01-18 17:11:53","0","23354","2010-07-18 10:13:25"
"394","aws","amazon-web-services","2010-07-19 03:00:58","1","29235","2022-03-06 08:30:12","0","1","2010-07-19 03:00:58"
"397","redemption","outlook-redemption","2010-07-22 06:54:19","168225","60","2021-09-24 11:17:24","2","298479","2012-07-25 12:56:25"
"404","vs2008sp1","visual-studio-2008-sp1","2010-07-22 07:30:17","168225","115","2013-03-13 19:26:48","3","-1","2010-07-22 20:06:55"
"407","ios-4.0","ios4","2010-07-22 07:34:48","168225","3","2011-10-16 22:14:43","3","-1","2010-07-23 16:31:17"
"410","google-maps-v3","google-maps-api-3","2010-07-22 08:50:17","222908","124","2018-09-01 05:20:10","3","-1","2010-07-26 18:12:26"
"412","android-mobile","android","2010-07-22 10:33:05","95313","33","2018-08-23 09:28:05","3","-1","2010-07-23 16:14:58"
"413","google-maps-api","google-maps","2010-07-22 11:31:06","73488","943","2022-03-04 08:08:50","3","-1","2010-07-22 22:00:11"
"414","python-2","python-2.x","2010-07-22 12:46:42","12855","49","2021-12-08 21:59:23","3","-1","2010-07-29 04:29:20"
"419","wf","workflow-foundation","2010-07-22 13:47:43","45773","223","2021-10-27 19:03:25","4","-1","2010-08-16 07:59:21"
"420","subversion","svn","2010-07-22 13:50:15","2598","3501","2022-01-21 03:07:47","3","-1","2010-07-22 20:05:23"
"423","wf-4","workflow-foundation-4","2010-07-22 13:53:08","45773","1","2011-03-02 22:53:04","3","-1","2010-07-29 04:38:14"
"424","rstats","r","2010-07-22 14:13:12","172261","220","2022-02-01 15:47:14","3","-1","2010-07-23 16:26:11"
"427","windows-sidebar","windows-desktop-gadgets","2010-07-22 14:42:45","94197","4","2011-05-16 08:48:39","4","-1","2010-10-01 19:37:57"
"429","server-2008","windows-server-2008","2010-07-22 14:54:46","56338","19","2017-06-07 23:18:38","4","-1","2010-09-15 19:40:12"
"430","vs.net","visual-studio","2010-07-22 15:25:05","76337","132","2021-09-28 14:22:38","-1","1288","2010-07-30 00:36:13"
"431","socket","sockets","2010-07-22 15:59:33","106671","15943","2022-03-04 17:15:57","3","-1","2010-07-23 16:25:20"
"432","socket-programming","sockets","2010-07-22 15:59:41","106671","208","2022-01-24 11:45:20","3","-1","2010-07-29 04:35:14"
"437","my-sql","mysql","2010-07-22 18:09:39","222908","78","2022-02-27 12:10:25","3","-1","2010-07-24 15:28:36"
"438","restful","rest","2010-07-22 18:11:27","222908","3061","2022-03-03 19:36:17","3","-1","2010-07-23 15:59:21"
"440","microsoft-office","ms-office","2010-07-22 18:58:19","168225","81","2021-04-05 16:57:32","3","-1","2010-07-24 21:55:59"
"442",".net4",".net-4.0","2010-07-22 19:02:59","76337","652","2021-12-08 16:40:21","3","-1","2010-07-23 15:52:47"
"444","asp.mvc","asp.net-mvc","2010-07-22 19:04:57","76337","119","2021-06-24 05:09:50","3","-1","2010-07-23 19:03:44"
"445","winform","winforms","2010-07-22 19:05:40","76337","4151","2022-03-05 16:14:43","3","-1","2010-07-24 22:02:39"
"446","ce","windows-ce","2010-07-22 19:31:44","56338","164","2021-07-27 03:22:09","0","1228","2011-03-28 13:45:05"
"449","fourier-transform","fft","2010-07-22 19:39:59","97160","91","2021-09-29 03:56:37","4","-1","2010-09-23 14:34:38"
"450","objc","objective-c","2010-07-22 19:52:45","25646","1401","2022-02-14 00:34:34","3","-1","2010-07-29 04:25:04"
"451","accessviolationexception","access-violation","2010-07-22 19:54:11","56338","128","2021-12-01 16:55:05","3","-1","2010-07-29 03:03:02"
"452","stlstring","stdstring","2010-07-22 19:58:18","56338","0","","4","-1","2012-05-12 03:07:00"
"454","macro","macros","2010-07-22 20:24:51","56338","10018","2022-03-06 07:31:14","4","-1","2010-08-02 05:25:48"
"456","array","arrays","2010-07-22 20:43:53","56338","84636","2022-03-06 09:03:59","3","-1","2010-07-23 16:15:32"
"457","event","events","2010-07-22 20:44:33","56338","9335","2022-03-05 19:04:43","3","1","2010-08-08 16:10:46"
